loan_id,loan_amount,tenure_months,interest_rate,borrower_age,monthly_income,actual_default,model_flag,risk_score,actual_default_clean,model_flag_clean
LN-100715,108431.6406,48,17.02,47,76110.51303,No,FALSE,0.354,0,0
LN-100568,63749.50901,12,12.55,40,29265.74631,0,0,0.404,0,0
LN-100350,108933.5615,24,14.21,37,36221.01466,N,No,0.379,0,0
LN-100855,135414.2555,48,16.94,50,33402.24501,0,Yes,0.687,0,1
LN-102008,148372.2569,36,17.36,57,55306.97479,FALSE,FALSE,0.313,0,0
LN-100415,71943.71867,12,15.0,32,47382.81836,FALSE,No,0.582,0,0
LN-101913,37739.0,24,16.33,22,49255.39466,FALSE,0,0.208,0,0
LN-102177,109665.0,6,16.51,40,57303.16159,TRUE,1,0.73,1,1
LN-100036,118030.762,18,14.54,50,33169.34312,FALSE,No,0.301,0,0
LN-100986,89533.0,6,22.27,38,31639.48505,No,0,0.457,0,0
LN-102303,70583.26363,24,12.81,41,26474.85871,No,N,0.451,0,0
LN-100058,95965.38308,36,12.96,36,40449.07981,FALSE,0,0.444,0,0
LN-100158,62603.44919,6,9.44,40,26239.24297,N,FALSE,0.383,0,0
LN-102141,53619.0,24,17.09,41,24945.46606,0,No,0.083,0,0
LN-100213,72120.0,36,10.96,,22684.02895,N,FALSE,0.398,0,0
LN-101375,43499.78195,12,10.53,29,56280.13921,No,0,0.255,0,0
LN-100432,85133.0,12,17.13,38,17696.65709,FALSE,No,0.48,0,0
LN-101514,119816.9009,18,14.83,21,42275.34652,0,N,0.422,0,0
LN-100705,84237.666,24,12.7,44,60695.63821,0,No,0.414,0,0
LN-100468,84684.95795,6,16.33,44,30230.25217,0,No,0.37,0,0
LN-101907,91957.58451,12,17.08,34,30668.44186,0,0,0.432,0,0
LN-102261,38579.0,12,13.28,39,75232.6042,N,0,0.267,0,0
LN-101209,113125.0,18,15.62,40,33384.20625,N,No,0.395,0,0
LN-101138,92118.25203,12,18.66,not disclosed,21262.18862,FALSE,0,0.245,0,0
LN-101260,142954.3979,6,12.92,22,32348.31898,FALSE,FALSE,0.511,0,0
LN-100861,122325.2587,24,9.32,33,26946.89896,FALSE,N,0.402,0,0
LN-100009,37996.86427,24,17.96,25,26075.05804,No,FALSE,0.378,0,0
LN-100522,86672.20644,12,16.71,56,33503.95885,0,FALSE,0.264,0,0
LN-100576,114595.1713,24,11.28,38,34500.48995,FALSE,FALSE,0.144,0,0
LN-101566,150333.232,18,14.53,62,30454.94509,0,FALSE,0.337,0,0
LN-100024,51325.42039,6,9.83,63,14951.06214,0,0,0.323,0,0
LN-101122,61509.0809,18,17.12,24,30751.09118,No,FALSE,0.366,0,0
LN-101379,56119.81099,12,11.84,40,8899.452371,FALSE,FALSE,0.275,0,0
LN-101759,99945.94539,18,11.18,22,43465.93013,No,No,0.453,0,0
LN-100681,76509.59084,18,18.13,23,32639.11628,1,1,0.652,1,1
LN-101597,64347.84351,24,17.85,37,20456.81033,0,FALSE,0.497,0,0
LN-102029,216208.6616,12,8.79,37,36547.99239,FALSE,0,0.347,0,0
LN-101320,60481.51081,18,13.74,,not disclosed,FALSE,FALSE,0.408,0,0
LN-102160,76193.28221,18,12.51,39,24448.26132,No,0,0.135,0,0
LN-102281,60935.14624,48,9.83,54,28072.81144,FALSE,0,0.308,0,0
LN-102397,73605.26431,6,13.78,52,60011.45583,No,No,0.483,0,0
LN-101578,56291.14981,18,12.37,24,17816.26551,FALSE,No,0.321,0,0
LN-101902,136050.2812,18,14.0,not disclosed,18180.17882,Y,Y,0.801,1,1
LN-100071,49477.11958,18,11.07,60,32411.03806,No,N,0.323,0,0
LN-101303,50701.27883,48,20.78,37,45672.93422,No,FALSE,0.523,0,0
LN-102207,49764.09732,6,11.98,25,26908.0159,FALSE,0,0.357,0,0
LN-100020,91288.10181,12,13.9,38,22057.61496,FALSE,FALSE,0.277,0,0
LN-100279,78838.8096,12,14.67,21,31521.49727,FALSE,0,0.321,0,0
LN-100684,100655.3481,24,13.69,48,,No,FALSE,0.28,0,0
LN-100930,104642.8089,18,13.45,48,37667.79872,No,No,0.186,0,0
LN-100172,160817.906,48,14.54,21,47655.10781,FALSE,FALSE,0.353,0,0
LN-100544,80453.04604,6,10.3,51,20629.12918,No,No,0.28,0,0
LN-101683,53797.0,18,14.95,24,59011.49641,FALSE,No,0.498,0,0
LN-101602,184103.3907,12,10.55,64,41421.39584,0,FALSE,0.279,0,0
LN-101823,64515.32833,12,17.01,26,18848.75533,0,FALSE,0.3,0,0
LN-101506,91498.62607,12,12.99,28,70071.99944,0,No,0.425,0,0
LN-100737,151886.0,12,16.65,58,27116.93473,FALSE,FALSE,0.315,0,0
LN-100447,57183.7029,36,14.16,38,29730.22338,0,TRUE,0.666,0,1
LN-101979,131636.7084,24,14.13,,37446.06852,No,N,0.366,0,0
LN-101756,75706.0,36,13.38,46,17632.72378,No,0,0.321,0,0
LN-102373,80436.57897,48,20.15,48,33288.92519,0,0,0.524,0,0
LN-101337,51701.07427,18,12.46,22,25301.66003,No,No,0.314,0,0
LN-101189,95158.01545,12,17.18,40,27226.00665,N,0,0.463,0,0
LN-102333,53337.02596,48,15.87,64,17976.8893,FALSE,0,0.49,0,0
LN-102276,27095.272,12,19.39,41,17686.26059,FALSE,TRUE,0.662,0,1
LN-101078,107680.0,12,17.19,22,33102.50944,FALSE,0,0.352,0,0
LN-101457,86549.21932,48,8.29,27,10797.86664,N,FALSE,0.125,0,0
LN-101195,78420.58278,24,15.38,41,48842.84572,No,0,0.399,0,0
LN-101033,65750.27346,12,17.41,58,50018.04838,FALSE,FALSE,0.371,0,0
LN-100367,100321.2351,36,17.72,41,20729.61657,Yes,TRUE,0.709,1,1
LN-102328,123599.1432,12,16.86,49,58734.50501,0,FALSE,0.395,0,0
LN-102326,47109.04722,48,17.71,57,25028.83678,No,FALSE,0.268,0,0
LN-101854,53225.04667,18,18.8,44,49559.93587,FALSE,N,0.414,0,0
LN-100810,55410.68359,24,18.37,44,50747.87094,N,No,0.283,0,0
LN-101333,208036.704,12,16.71,63,32120.00809,0,No,0.371,0,0
LN-100983,157197.0,18,15.26,53,22300.69486,FALSE,FALSE,0.421,0,0
LN-100479,214211.3485,24,15.1,61,46299.34283,No,N,0.293,0,0
LN-101987,54646.70951,6,18.28,64,24859.22172,FALSE,0,0.309,0,0
LN-100734,91430.13257,24,15.27,59,60376.67237,0,0,0.404,0,0
LN-101532,91288.13444,12,15.5,24,37176.0748,N,FALSE,0.399,0,0
LN-100895,32824.08002,24,18.15,50,19226.99454,FALSE,FALSE,0.308,0,0
LN-101649,108719.6677,36,12.22,25,22664.07115,FALSE,No,0.321,0,0
LN-100037,75104.23666,24,19.92,40,37922.49087,FALSE,FALSE,0.189,0,0
LN-101895,65765.59455,24,15.54,21,19911.453,FALSE,No,0.534,0,0
LN-101635,63971.13348,24,9.47,50,14383.30705,0,FALSE,0.292,0,0
LN-100833,78988.66627,18,19.6,39,19448.58083,0,No,0.378,0,0
LN-102382,55762.75308,48,14.81,59,17143.61577,1,Yes,0.631,1,1
LN-100660,114845.6327,12,11.18,34,66595.2809,N,FALSE,0.423,0,0
LN-100883,108570.6621,6,21.27,48,19605.98437,N,0,0.461,0,0
LN-100503,196146.8341,6,14.26,36,21687.66921,FALSE,FALSE,0.322,0,0
LN-101692,64247.19743,48,9.12,63,49283.41158,FALSE,FALSE,0.265,0,0
LN-100210,132828.0,48,16.08,58,47287.3181,0,N,0.444,0,0
LN-100525,61986.69726,18,18.32,55,35416.82658,0,0,0.387,0,0
LN-100377,54145.15994,6,17.36,not disclosed,19947.79241,FALSE,FALSE,0.584,0,0
LN-101690,80096.86511,18,15.05,44,16400.39229,0,0,0.45,0,0
LN-100412,111554.0257,36,13.71,35,19108.31573,FALSE,FALSE,0.227,0,0
LN-101844,87231.0,6,13.63,27,48254.69846,FALSE,0,0.488,0,0
LN-100471,105020.8274,12,12.88,26,24012.1914,No,FALSE,0.534,0,0
LN-100751,171067.293,24,13.17,23,27126.12352,N,FALSE,0.085,0,0
LN-102268,37594.602,18,18.79,51,44298.32881,N,N,0.284,0,0
LN-100300,75220.4239,24,16.53,60,28656.35977,No,No,0.207,0,0
LN-102212,107706.5918,18,13.46,21,21116.41161,FALSE,N,0.321,0,0
LN-100717,123505.2509,24,17.08,60,41463.56211,N,0,0.436,0,0
LN-101291,133735.9777,12,12.22,32,53257.0081,No,FALSE,0.287,0,0
LN-100857,146224.2027,6,11.31,61,87285.04476,N,N,0.396,0,0
LN-101408,83186.07351,24,9.92,41,37810.26317,0,FALSE,0.311,0,0
LN-101067,230926.3975,24,9.39,63,33901.89168,FALSE,N,0.371,0,0
LN-100517,76757.0,48,12.26,34,25796.47727,No,0,0.526,0,0
LN-100732,65207.88971,12,13.57,51,37005.86242,1,1,0.822,1,1
LN-102066,60763.51102,24,15.83,22,27532.34571,N,No,0.457,0,0
LN-101087,79243.19451,18,15.75,42,21406.92002,0,No,0.204,0,0
LN-100863,99485.00051,18,12.69,53,22066.12236,0,No,0.078,0,0
LN-102331,119676.0,18,14.22,26,25159.18693,No,0,0.31,0,0
LN-100702,81750.21219,6,19.23,25,32773.93227,FALSE,FALSE,0.367,0,0
LN-100729,166888.156,12,13.77,64,42200.25465,N,FALSE,0.497,0,0
LN-100584,58274.07072,48,13.16,57,21727.40225,0,No,0.249,0,0
LN-100690,33133.19254,36,9.46,63,50031.69542,N,0,0.45,0,0
LN-100170,81054.27758,18,12.97,60,45923.7855,FALSE,FALSE,0.541,0,0
LN-101589,172133.9823,12,18.33,30,17628.46825,No,FALSE,0.423,0,0
LN-101622,39244.89599,18,12.17,33,12579.07449,0,FALSE,0.303,0,0
LN-102253,72534.91614,24,16.45,50,92118.5803,FALSE,N,0.418,0,0
LN-101541,88687.42011,12,14.1,21,45908.10266,No,No,0.358,0,0
LN-100173,57847.44,24,15.99,63,21182.56543,FALSE,No,0.311,0,0
LN-100253,87156.18419,24,12.84,61,31253.33483,N,FALSE,0.326,0,0
LN-101010,139098.7892,24,12.17,30,47817.66328,N,No,0.367,0,0
LN-100439,122094.7116,6,14.89,24,25979.65068,No,N,0.35,0,0
LN-101968,80466.6746,12,15.61,49,20538.14932,0,0,0.326,0,0
LN-102235,87775.0,36,11.67,45,51093.23585,FALSE,FALSE,0.075,0,0
LN-100882,123330.644,24,14.87,36,30879.4408,N,FALSE,0.499,0,0
LN-100749,120662.7594,48,12.48,59,20478.23785,N,FALSE,0.312,0,0
LN-100687,114836.6065,12,10.57,45,44958.2352,FALSE,FALSE,0.277,0,0
LN-100985,70863.24986,12,12.76,39,32393.52371,FALSE,FALSE,0.532,0,0
LN-100299,100789.9807,24,12.46,39,21943.58794,N,FALSE,0.418,0,0
LN-101354,91260.92654,12,14.01,50,57183.28926,FALSE,N,0.38,0,0
LN-100180,90491.54723,6,13.29,50,31378.2264,FALSE,FALSE,0.231,0,0
LN-102017,43275.71107,12,18.6,36,74988.90447,FALSE,FALSE,0.301,0,0
LN-100847,73631.4463,36,15.11,44,22961.08898,FALSE,FALSE,0.389,0,0
LN-100835,58143.86196,48,17.29,24,21243.80789,FALSE,N,0.527,0,0
LN-101202,79538.07902,18,12.85,26,51523.99781,FALSE,No,0.046,0,0
LN-100993,88488.85152,18,14.65,48,50933.30159,N,N,0.451,0,0
LN-101047,201446.4902,18,16.13,-1,39167.53253,TRUE,FALSE,0.319,1,0
LN-100676,49750.57933,12,16.02,26,48388.67307,FALSE,0,0.251,0,0
LN-101467,87276.18084,12,13.27,40,9750.31848,FALSE,FALSE,0.473,0,0
LN-101770,137480.0423,36,16.97,40,34554.37166,No,0,0.341,0,0
LN-100229,54224.0,6,15.59,23,34301.79096,FALSE,FALSE,0.266,0,0
LN-100672,127609.3059,12,15.84,not disclosed,64722.06574,FALSE,N,0.191,0,0
LN-100838,86121.126,12,10.52,59,28693.6234,0,0,0.505,0,0
LN-100652,80936.40206,48,22.58,32,15556.6118,Y,Yes,0.847,1,1
LN-102342,47406.83671,48,11.14,61,25320.34375,N,FALSE,0.383,0,0
LN-102379,137537.3114,24,14.91,36,46143.64409,FALSE,FALSE,0.349,0,0
LN-102301,56003.67187,12,15.15,57,38318.73769,No,No,0.369,0,0
LN-101123,201849.9038,36,15.68,41,38977.42658,FALSE,0,0.264,0,0
LN-101783,76436.28406,12,12.85,40,32030.13567,FALSE,FALSE,0.351,0,0
LN-101712,58626.97592,12,14.08,56,44706.92729,FALSE,FALSE,0.347,0,0
LN-100664,46445.5601,18,17.31,23,31874.20974,FALSE,0,0.533,0,0
LN-100595,60217.91495,12,16.42,48,22086.64085,0,No,0.301,0,0
LN-100431,121810.9862,36,20.12,53,40181.32061,No,No,0.255,0,0
LN-101437,56867.86989,24,9.67,57,22098.63867,FALSE,FALSE,0.01,0,0
LN-102349,152348.8732,12,13.17,50,22979.09376,FALSE,N,0.265,0,0
LN-100344,118565.7004,18,15.04,23,58883.06296,0,No,0.101,0,0
LN-102117,121498.0,24,16.64,38,11995.12626,FALSE,FALSE,0.212,0,0
LN-101414,72799.84145,36,9.72,56,29314.92589,No,FALSE,0.329,0,0
LN-101170,110737.0,12,15.0,43,32219.71104,0,No,0.412,0,0
LN-100178,85164.31556,36,15.23,33,32002.26903,0,No,0.393,0,0
LN-100070,61954.731,24,13.4,44,34087.559,N,No,0.494,0,0
LN-101610,109754.7343,12,17.54,56,46806.2464,0,FALSE,0.352,0,0
LN-101062,43176.01928,24,15.46,24,68407.22127,FALSE,0,0.511,0,0
LN-101133,57847.34213,6,13.3,54,23178.20099,0,N,0.26,0,0
LN-101755,175446.4601,12,13.65,51,-1,FALSE,No,0.503,0,0
LN-100804,50131.0,36,16.01,33,19186.60743,No,No,0.43,0,0
LN-100127,140713.5104,48,12.84,59,34492.36072,No,FALSE,0.294,0,0
LN-100284,130676.5755,12,14.23,-1,67359.38923,FALSE,N,0.372,0,0
LN-100720,40193.19751,24,8.0,not disclosed,42454.50536,N,FALSE,0.381,0,0
LN-100470,144115.2054,12,15.45,26,35351.01516,FALSE,N,0.358,0,0
LN-102229,73859.0,24,14.47,40,12625.93538,N,FALSE,0.309,0,0
LN-101423,120550.3414,6,10.64,39,44669.13494,FALSE,FALSE,0.324,0,0
LN-100125,152178.0862,12,12.27,55,15609.07957,0,0,0.399,0,0
LN-101231,51164.89788,48,12.53,32,26826.17028,No,0,0.234,0,0
LN-101225,62264.59497,12,14.93,24,23703.33197,No,N,0.362,0,0
LN-101686,164185.2253,6,17.47,60,30995.42321,0,FALSE,0.601,0,0
LN-101995,128087.2637,6,9.75,61,29191.84398,FALSE,FALSE,0.441,0,0
LN-101939,83565.0,12,17.23,27,23891.56383,FALSE,N,0.418,0,0
LN-100852,106943.9141,24,16.88,38,51456.78806,FALSE,0,0.406,0,0
LN-100462,135610.3411,6,16.76,58,34742.61786,FALSE,N,0.525,0,0
LN-100504,179604.7773,6,13.75,26,29939.32848,N,No,0.552,0,0
LN-100308,100966.6946,24,15.73,24,17419.56166,0,0,0.517,0,0
LN-100915,88876.77126,18,13.62,,28603.59275,FALSE,No,0.309,0,0
LN-100363,38699.0,36,15.21,28,57056.31063,FALSE,0,0.284,0,0
LN-100768,134725.7573,12,11.47,35,56011.00082,0,N,0.39,0,0
LN-100108,44301.0,36,14.06,39,22569.74512,No,N,0.364,0,0
LN-100507,90243.90702,18,9.34,47,34381.80888,0,0,0.375,0,0
LN-102079,142654.0,24,16.39,42,32850.46256,FALSE,0,0.385,0,0
LN-101426,65761.2083,18,11.51,36,29037.97472,FALSE,0,0.27,0,0
LN-100721,46236.0,24,17.51,58,39370.35771,FALSE,FALSE,0.268,0,0
LN-102376,61157.52953,36,12.28,47,54635.71551,FALSE,N,0.217,0,0
LN-100602,96649.8121,18,9.88,42,54271.77505,No,FALSE,0.124,0,0
LN-100188,86205.99478,6,13.9,52,53748.91427,Yes,No,0.597,1,0
LN-102013,88488.58535,18,16.32,51,28385.21442,N,0,0.336,0,0
LN-102156,111199.7164,6,17.0,53,19843.95432,N,FALSE,0.101,0,0
LN-101832,59460.42383,18,16.05,27,39690.58369,0,FALSE,0.314,0,0
LN-100780,160923.2204,18,17.37,55,16627.39769,FALSE,No,0.154,0,0
LN-101942,77213.0,24,15.18,28,40212.04667,0,FALSE,0.186,0,0
LN-101520,83045.0,24,10.96,49,16142.1147,FALSE,No,0.213,0,0
LN-100280,106092.789,24,16.2,25,54705.17292,0,FALSE,0.345,0,0
LN-101411,86551.0,36,15.06,60,48840.74367,1,Y,0.651,1,1
LN-101782,56175.0,24,10.59,47,38510.89116,No,No,0.374,0,0
LN-100802,86781.80469,12,17.5,58,22670.06047,No,No,0.476,0,0
LN-101921,96472.78835,24,11.62,25,32178.40659,FALSE,FALSE,0.397,0,0
LN-101308,105040.187,6,11.97,62,27762.58799,0,0,0.483,0,0
LN-101081,36986.0,24,15.64,61,18090.86341,No,N,0.165,0,0
LN-100353,117785.0,12,12.67,29,51084.38232,FALSE,FALSE,0.384,0,0
LN-101959,132711.6863,24,14.69,45,22448.32688,N,FALSE,0.291,0,0
LN-100421,94158.0,24,15.42,22,33482.06836,0,FALSE,0.329,0,0
LN-101730,101878.6767,6,16.43,31,-1,FALSE,N,0.254,0,0
LN-100590,32400.8463,12,16.12,61,26899.88377,TRUE,Yes,0.91,1,1
LN-102237,73034.11305,12,19.15,63,17433.9873,0,FALSE,0.494,0,0
LN-101698,34994.0,24,11.96,32,41824.17959,0,FALSE,0.427,0,0
LN-100832,74483.39279,36,17.22,53,48669.82653,No,0,0.51,0,0
LN-100694,146481.739,12,14.63,24,31923.61509,FALSE,FALSE,0.395,0,0
LN-100361,98469.93568,48,19.81,27,,N,N,0.585,0,0
LN-101802,103895.0,6,13.18,22,41231.2472,No,No,0.223,0,0
LN-102059,177187.8374,36,13.88,56,74890.96029,FALSE,N,0.285,0,0
LN-100735,64196.21174,6,13.25,39,37489.68425,No,0,0.362,0,0
LN-102055,105875.0,24,17.33,49,64443.49885,No,0,0.3,0,0
LN-102187,100101.1536,6,12.65,56,42407.62122,0,N,0.28,0,0
LN-102064,166458.3885,18,9.69,26,21507.44086,FALSE,0,0.24,0,0
LN-100840,125636.6177,6,14.96,27,20661.26213,FALSE,FALSE,0.52,0,0
LN-100933,84339.33957,48,16.1,48,11936.88538,N,FALSE,0.507,0,0
LN-100185,65289.91392,36,9.94,50,36771.12855,FALSE,FALSE,0.104,0,0
LN-101580,90502.78812,24,16.08,47,16469.38083,No,0,0.568,0,0
LN-101464,130430.2704,12,12.15,35,30245.74966,N,FALSE,0.198,0,0
LN-100160,76967.0,36,15.95,45,12820.95489,0,FALSE,0.482,0,0
LN-102092,81786.0,24,11.23,40,28700.26612,FALSE,FALSE,0.318,0,0
LN-101846,112156.8529,12,10.45,37,34950.11441,0,N,0.301,0,0
LN-101146,74285.74487,12,15.92,63,45845.98489,N,No,0.266,0,0
LN-100263,57690.56121,12,15.15,49,37001.71326,No,No,0.318,0,0
LN-100368,76966.00095,18,16.59,24,26254.06896,FALSE,FALSE,0.219,0,0
LN-100820,141080.4606,12,15.26,41,32547.09221,N,N,0.287,0,0
LN-100970,65119.66413,24,13.84,48,31495.36715,FALSE,0,0.15,0,0
LN-100609,79254.57983,36,13.23,41,74019.5759,0,FALSE,0.238,0,0
LN-100803,52096.33896,24,11.79,21,24662.26844,FALSE,N,0.444,0,0
LN-100951,88282.83366,6,14.49,53,25865.17902,FALSE,No,0.369,0,0
LN-101827,78331.09692,24,9.55,53,59017.35762,No,N,0.34,0,0
LN-101986,52721.09218,6,13.23,-1,35739.98267,0,FALSE,0.395,0,0
LN-101530,205978.8855,24,11.84,23,39357.84911,FALSE,No,0.24,0,0
LN-100935,196942.4334,12,11.81,28,34006.00836,No,No,0.444,0,0
LN-101334,83509.0,24,16.91,45,20845.83692,FALSE,FALSE,0.543,0,0
LN-100380,118932.6027,24,17.5,23,16999.86743,FALSE,No,0.419,0,0
LN-101070,149499.9124,24,12.72,22,10958.61731,N,FALSE,0.351,0,0
LN-101236,45600.87255,12,8.57,36,32896.11526,0,N,0.043,0,0
LN-101232,106545.3108,12,12.22,27,41454.94667,0,N,0.298,0,0
LN-101194,72721.15056,12,10.32,58,44233.32925,FALSE,0,0.46,0,0
LN-101277,83857.74437,6,12.62,48,38836.61905,FALSE,N,0.273,0,0
LN-102091,202645.6617,36,13.69,28,29185.01625,FALSE,N,0.221,0,0
LN-102357,95144.0,36,12.38,,13825.81687,FALSE,0,0.422,0,0
LN-102369,50986.64494,48,15.19,26,50423.70273,FALSE,FALSE,0.372,0,0
LN-101085,108933.4929,12,14.55,39,36655.87311,0,FALSE,0.455,0,0
LN-100578,57710.54512,18,16.11,38,32639.62458,0,FALSE,0.415,0,0
LN-100207,81817.08657,24,15.19,41,24518.77718,FALSE,No,0.455,0,0
LN-101586,77753.0,48,13.47,47,11068.47705,FALSE,FALSE,0.481,0,0
LN-102127,36688.2768,18,15.3,24,37136.85236,FALSE,N,0.364,0,0
LN-102324,88808.65713,24,17.66,53,90270.3903,N,1,0.694,0,1
LN-100635,58361.79198,18,12.02,32,12668.28116,No,0,0.332,0,0
LN-100143,69058.0,36,15.43,54,41498.03134,No,N,0.169,0,0
LN-100556,72702.73582,12,18.25,62,13587.00344,FALSE,0,0.425,0,0
LN-101281,93177.46453,24,18.33,37,32973.36345,No,0,0.399,0,0
LN-101955,103099.0,6,14.2,29,47242.50358,1,Yes,0.664,1,1
LN-101550,93787.69414,12,11.79,26,15574.0999,No,FALSE,0.324,0,0
LN-100430,82468.0,24,12.04,60,28937.12056,FALSE,FALSE,0.423,0,0
LN-100848,47362.09811,36,17.53,48,45391.468,FALSE,FALSE,0.191,0,0
LN-101564,80285.0,24,8.0,21,15995.69929,FALSE,0,0.33,0,0
LN-101420,66781.83937,6,14.25,21,27371.73892,No,No,0.325,0,0
LN-101011,39562.95596,24,12.56,29,50905.47526,FALSE,0,0.308,0,0
LN-101181,74623.44844,18,19.56,63,22098.71936,0,FALSE,0.398,0,0
LN-101119,91835.0,36,16.63,,54894.23816,No,FALSE,0.306,0,0
LN-102128,107369.6544,6,13.46,60,39927.01404,FALSE,FALSE,0.515,0,0
LN-102350,43597.44494,12,14.67,41,not disclosed,FALSE,N,0.503,0,0
LN-102158,94228.54193,12,23.29,49,42685.79525,FALSE,0,0.513,0,0
LN-101196,74308.55015,24,12.67,24,100541.706,No,N,0.277,0,0
LN-101485,131621.0,18,13.11,55,24949.182,No,No,0.434,0,0
LN-102206,59916.91491,24,14.35,44,50170.17657,N,0,0.263,0,0
LN-102181,154285.1447,18,13.35,55,23090.64341,FALSE,FALSE,0.147,0,0
LN-100631,196647.341,12,12.12,60,24401.53071,FALSE,0,0.289,0,0
LN-100795,208093.6844,48,13.95,58,37624.78035,No,FALSE,0.319,0,0
LN-101257,31550.68725,6,15.07,22,25366.37929,0,FALSE,0.317,0,0
LN-100920,81648.06777,18,20.22,32,27411.98198,FALSE,N,0.422,0,0
LN-100146,96899.0,36,17.75,32,53438.78793,FALSE,N,0.534,0,0
LN-100824,69852.25758,6,17.6,22,27979.493,FALSE,N,0.545,0,0
LN-101268,47750.0,24,12.18,32,38259.08654,FALSE,N,0.013,0,0
LN-101276,62706.05654,6,17.06,55,22697.20661,FALSE,FALSE,0.363,0,0
LN-101600,45670.64123,24,12.23,42,49385.3889,FALSE,No,0.408,0,0
LN-101025,69090.88345,6,11.14,22,53864.47642,No,0,0.15,0,0
LN-102255,83417.61055,18,17.21,59,13959.17086,FALSE,No,0.414,0,0
LN-102302,65174.0,6,14.72,34,15067.22538,0,No,0.322,0,0
LN-100553,80650.46356,12,14.19,42,36838.63094,0,N,0.259,0,0
LN-101593,87174.0,18,16.27,56,60582.22903,No,0,0.339,0,0
LN-100666,80235.1281,24,14.47,46,38077.2581,FALSE,FALSE,0.574,0,0
LN-100264,69261.07231,6,11.46,39,25334.57772,No,N,0.056,0,0
LN-101005,47170.0,36,16.08,35,32553.55678,No,0,0.387,0,0
LN-102322,69857.0,12,20.15,36,19918.62439,0,No,0.411,0,0
LN-101555,47053.13848,48,10.81,21,21625.97492,FALSE,FALSE,0.223,0,0
LN-102041,152256.0,12,16.64,22,28822.67347,N,FALSE,0.525,0,0
LN-101475,63375.0,12,14.73,36,78553.15889,0,FALSE,0.387,0,0
LN-100454,48526.0,36,13.19,32,31708.76814,No,N,0.268,0,0
LN-100592,61533.19788,12,10.89,22,13613.23923,FALSE,No,0.24,0,0
LN-100136,71973.61932,6,10.05,31,19539.15941,FALSE,FALSE,0.305,0,0
LN-102037,73303.606,12,13.45,28,44293.05475,1,FALSE,0.496,1,0
LN-100653,95252.1753,24,15.05,50,27966.79202,N,FALSE,0.279,0,0
LN-100338,96779.0,6,11.6,21,52669.90579,FALSE,No,0.324,0,0
LN-101807,63870.96744,12,14.62,42,48033.02542,No,No,0.074,0,0
LN-100936,49488.89287,12,14.42,37,44867.21076,No,FALSE,0.186,0,0
LN-100674,49208.14835,48,12.12,22,53299.92784,FALSE,No,0.451,0,0
LN-102094,88417.08178,36,20.24,24,61546.7244,0,0,0.372,0,0
LN-101041,75257.14014,6,14.66,39,47811.8432,FALSE,N,0.311,0,0
LN-101925,144370.3879,18,14.98,54,9209.305739,1,TRUE,0.651,1,1
LN-100541,29403.14604,6,13.92,59,36450.68102,No,FALSE,0.394,0,0
LN-100506,106334.7555,6,14.92,29,43439.29738,N,N,0.213,0,0
LN-100440,94390.1269,48,15.57,64,35587.81956,FALSE,No,0.333,0,0
LN-100220,70225.12356,6,8.47,44,33729.02356,FALSE,FALSE,0.275,0,0
LN-102282,182126.6339,24,12.51,48,31266.53064,FALSE,FALSE,0.076,0,0
LN-101884,97566.26139,36,18.33,29,63602.01959,No,N,0.365,0,0
LN-101777,94809.44822,18,18.48,62,65604.58837,FALSE,0,0.222,0,0
LN-101371,69948.0,18,13.51,36,39075.19398,N,N,0.323,0,0
LN-101766,105028.0,18,16.69,27,31477.02158,FALSE,0,0.431,0,0
LN-101416,127661.1047,36,16.17,44,16896.34857,N,0,0.365,0,0
LN-100946,48087.51889,6,16.31,52,47988.51634,N,FALSE,0.265,0,0
LN-101915,50216.0403,36,16.76,62,21977.84742,FALSE,No,0.419,0,0
LN-101689,106285.7691,18,18.39,45,70974.84106,0,No,0.252,0,0
LN-102346,44108.0,12,15.63,50,50511.5747,N,No,0.357,0,0
LN-102205,150344.6995,48,13.54,39,46147.20901,FALSE,No,0.447,0,0
LN-100298,112894.9738,12,14.26,24,24052.35111,N,N,0.395,0,0
LN-101969,96262.59289,12,17.2,,15216.53056,FALSE,0,0.467,0,0
LN-101421,98628.0,24,11.15,64,21724.20501,N,Yes,0.73,0,1
LN-100113,59348.79265,18,10.67,43,29437.49882,N,0,0.314,0,0
LN-101203,73050.83264,12,13.92,36,50302.08206,No,0,0.359,0,0
LN-101159,74407.0,12,9.85,45,40123.07134,FALSE,0,0.212,0,0
LN-100518,112343.7565,36,16.87,49,49935.83353,No,FALSE,0.294,0,0
LN-100976,118381.5655,24,16.34,31,19796.45907,0,N,0.263,0,0
LN-101187,169430.9593,6,14.82,50,52034.51573,N,N,0.546,0,0
LN-101917,124403.7439,24,14.4,38,44864.8477,FALSE,FALSE,0.561,0,0
LN-101064,142417.7875,18,16.42,52,44383.78889,No,No,0.372,0,0
LN-100095,83075.52658,18,16.23,58,22452.06255,No,N,0.325,0,0
LN-101549,119704.4978,48,16.18,46,31177.15544,0,FALSE,0.53,0,0
LN-100713,52531.07024,12,16.05,55,20980.02765,FALSE,0,0.36,0,0
LN-101453,133486.0296,24,20.16,30,44441.93332,N,No,0.429,0,0
LN-100347,84147.33329,48,13.85,30,25255.76967,FALSE,No,0.244,0,0
LN-100879,46326.0,12,8.41,57,31954.68318,N,No,0.133,0,0
