store_id,store_name,region,date,transactions,revenue,avg_basket_value,discount_pct,footfall,stockout_flag
ST-10,MAGNOLIA SQUARE,SOUTH,2026-04-17,73.0,3796.11,51.44,0.0,476,True
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-29,56.0,6560.585,112.21,12.34718439,586,True
ST-06,CEDAR CROSSING,NORTH,2026-03-05,47.0,5661.06,117.21,38.70544293,701,False
ST-04,SILVERLINE MALL,NORTH,2026-05-09,49.0,1704.0,36.4,30.7492013,484,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-14,71.0,3362.98,43.75,0.0,558,True
ST-10,MAGNOLIA SQUARE,SOUTH,2026-03-04,55.0,2963.2,50.99,5.098418007,548,False
ST-11,WILLOW CREEK,SOUTH,2026-04-12,62.0,6997.08,7395.46,24.17925476,882,False
ST-02,HARBOR POINT,NORTH,2026-04-08,60.0,3626.3,56.84,30.2659771,529,False
ST-13,HIGHLAND COURT,WEST,2026-05-06,48.0,2972.71,58.19,0.5306166069,499,False
ST-05,EASTGATE CENTER,NORTH,2026-04-04,62.0,5111.0,88.14,1.421196721,911,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-13,66.0,8917.05,138.59,7.369712402,897,False
ST-04,SILVERLINE MALL,NORTH,2026-05-20,58.0,3454.68,63.5,2.502071451,523,True
ST-15,PINECREST MALL,WEST,2026-03-17,63.0,2404.74,40.15,34.12886287,774,False
ST-06,CEDAR CROSSING,NORTH,2026-05-12,65.0,5239.87,73.63,13.98391648,684,True
ST-04,SILVERLINE MALL,NORTH,2026-03-29,50.0,3011.44,63.14,9.516395467,489,False
ST-17,SUMMIT CORNER,WEST,2026-05-20,86.0,4798.78,56.43,21.59493279,385,False
ST-05,EASTGATE CENTER,NORTH,2026-05-05,60.0,2223.61,36.37,6.821469045,594,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-13,77.0,10641.51,135.36,24.48769759,572,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-05-23,56.0,7172.23,138.18,15.88113685,488,True
ST-08,PALM TERRACE,SOUTH,2026-05-14,51.0,2169.97,39.99,10.74712287,829,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-22,56.0,6020.16,100.44,37.64930227,677,True
ST-08,PALM TERRACE,SOUTH,2026-03-05,52.0,3662.0,76.14,29.97721561,470,False
ST-15,PINECREST MALL,WEST,2026-05-26,65.0,5487.39,78.54,21.96181279,505,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-03-05,51.0,9366.06,175.45,17.98173464,326,True
ST-15,PINECREST MALL,WEST,2026-03-30,59.0,4554.24,77.28,0.6894587904,564,False
ST-04,SILVERLINE MALL,NORTH,2026-04-24,58.0,7721.91,138.37,31.33653943,678,False
ST-03,MAPLE JUNCTION,NORTH,2026-04-16,36.0,3814.45,101.26,37.11391607,896,False
ST-03,MAPLE JUNCTION,NORTH,2026-04-21,49.0,5119.84,108.3,25.70901259,570,True
ST-16,REDWOOD STATION,WEST,2026-04-22,74.0,5202.26,75.4,29.78378618,689,False
ST-16,REDWOOD STATION,WEST,2026-04-08,81.0,14537.77,194.07,7.91830459,591,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-03-03,68.0,4458.24,63.56,5.952908089,643,False
ST-02,HARBOR POINT,NORTH,2026-05-13,52.0,13800.45,284.53,0.0,457,True
ST-18,ASHBROOK PLAZA,WEST,2026-04-10,39.0,3886.56,96.57,32.46860397,720,True
ST-06,CEDAR CROSSING,NORTH,2026-05-28,37.0,5997.0,172.11,38.33998212,699,False
ST-03,MAPLE JUNCTION,NORTH,2026-05-26,59.5,5576.82,5703.52,9.137458869,617,False
ST-02,HARBOR POINT,NORTH,2026-04-28,47.0,5425.01,119.56,3.616323139,766,False
ST-13,HIGHLAND COURT,WEST,2026-05-15,67.0,3599.21,55.84,5.80480528,755,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-03-25,55.0,4259.0,76.85,24.7804507,921,True
ST-16,REDWOOD STATION,WEST,2026-05-13,45.0,3981.2,95.33,0.5207401261,617,True
ST-15,PINECREST MALL,WEST,2026-03-22,93.0,2773.0,28.52,13.25194631,585,False
ST-04,SILVERLINE MALL,NORTH,2026-04-06,28.0,2652.92,86.25,37.32300966,433,False
ST-03,MAPLE JUNCTION,NORTH,2026-03-13,49.0,4224.43,84.28,22.20040984,593,True
ST-04,SILVERLINE MALL,NORTH,2026-09-04,66.0,3959.1,59.72,34.98022396,459,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-27,77.0,10689.16,140.63,34.53344696,506,True
ST-01,RIVERSIDE PLAZA,NORTH,2026-03-05,35.0,3736.16,99.03,11.34083066,692,True
ST-10,MAGNOLIA SQUARE,SOUTH,2026-04-21,77.0,5194.87,69.17,11.12634529,720,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-03-09,63.0,10979.56,181.39,6.006816742,700,False
ST-17,SUMMIT CORNER,WEST,2026-03-23,73.0,3022.78,38.5,16.94204934,336,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-05-22,87.0,2817.84,35.26,20.84379261,606,True
ST-06,CEDAR CROSSING,NORTH,2026-05-18,58.0,7599.18,119.99,4.116118969,454,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-03-15,90.0,5070.79,54.86,20.67085727,579,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-05-17,99.0,3737.71,36.05,29.85133742,391,True
ST-10,MAGNOLIA SQUARE,SOUTH,2026-05-28,93.0,3285.32,33.55,32.70845784,589,False
ST-13,HIGHLAND COURT,WEST,2026-04-03,42.0,4392.13,94.68,0.0,757,False
ST-03,MAPLE JUNCTION,NORTH,2026-04-08,67.0,8794.22,140.06,26.73774283,560,False
ST-18,ASHBROOK PLAZA,WEST,2026-05-15,80.0,2544.42,34.08,28.21698696,635,False
ST-04,SILVERLINE MALL,NORTH,2026-03-17,46.0,3698.23,87.22,21.79566615,732,True
ST-05,EASTGATE CENTER,NORTH,2026-05-12,76.0,2619.56,37.73,36.89332633,706,False
ST-15,PINECREST MALL,WEST,2026-04-17,75.0,4836.93,64.91,20.8156923,121,False
ST-11,WILLOW CREEK,SOUTH,2026-03-01,57.0,13174.94,240.64,18.27649269,657,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-14,57.0,5259.73,93.19,15.3116626,404,True
ST-14,GOLDEN VALLEY,WEST,2026-03-04,57.0,3894.25,73.24,27.84696548,681,True
ST-15,PINECREST MALL,WEST,2026-05-15,67.0,2397.32,34.25,12.3478555,734,True
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-17,62.0,4480.75,70.84,0.0,820,False
ST-15,PINECREST MALL,WEST,2026-04-03,92.0,4220.52,42.2,15.2720921,704,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-03-03,63.0,5027.39,74.67,12.02625881,684,True
ST-11,WILLOW CREEK,SOUTH,2026-05-27,26.0,3787.9,150.1,19.612323,401,True
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-13,59.0,6498.61,114.26,3.555986364,280,False
ST-17,SUMMIT CORNER,WEST,2026-05-09,27.0,8650.76,344.53,26.10461494,611,True
ST-14,GOLDEN VALLEY,WEST,2026-04-22,46.0,5755.9,132.58,31.75620149,595,True
ST-09,CORAL BAY OUTLET,SOUTH,2026-03-08,53.0,3705.96,72.79,6.309458946,401,False
ST-08,PALM TERRACE,SOUTH,2026-04-10,42.0,4057.34,100.01,3.087585018,700,True
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-27,78.0,8148.48,96.27,25.36015908,486,False
ST-13,HIGHLAND COURT,WEST,2026-10-04,25.0,5896.67,219.26,14.60471294,586,False
ST-05,EASTGATE CENTER,NORTH,2026-03-07,58.0,4995.26,91.48,20.93867147,431,False
ST-16,REDWOOD STATION,WEST,2026-03-28,60.0,7238.9,109.29,14.84871977,567,True
ST-14,GOLDEN VALLEY,WEST,2026-03-09,50.0,8468.94,182.65,32.16941086,584,False
ST-17,SUMMIT CORNER,WEST,2026-03-22,86.0,4253.62,47.59,34.16905404,404,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-01,87.0,4141.59,49.6,33.61825388,560,False
ST-11,WILLOW CREEK,SOUTH,2026-03-08,68.0,5416.18,84.62,1.969659733,516,False
ST-18,ASHBROOK PLAZA,WEST,2026-03-06,73.0,1396.32,17.39,5.807795068,300,True
ST-04,SILVERLINE MALL,NORTH,2026-03-08,39.0,1764.54,43.63,34.28634382,840,False
ST-14,GOLDEN VALLEY,WEST,2026-05-28,74.0,5410.49,72.84,12.91979885,893,True
ST-15,PINECREST MALL,WEST,2026-03-14,48.0,3576.63,80.8,4.513979597,532,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-10-03,55.0,5668.36,96.87,26.19847555,745,True
ST-03,MAPLE JUNCTION,NORTH,2026-04-26,72.0,6247.88,84.1,36.91773679,686,False
ST-08,PALM TERRACE,SOUTH,2026-05-02,86.0,3034.46,37.9,9.327740292,569,False
ST-16,REDWOOD STATION,WEST,2026-03-04,55.0,5450.19,104.9,32.28493904,745,False
ST-18,ASHBROOK PLAZA,WEST,2026-04-07,63.0,5320.0,81.97,18.78863463,617,False
ST-17,SUMMIT CORNER,WEST,2026-04-17,54.0,12040.01,233.44,17.74604526,615,True
ST-13,HIGHLAND COURT,WEST,2026-05-17,56.0,4300.62,83.86,30.3665947,665,True
ST-03,MAPLE JUNCTION,NORTH,2026-03-29,69.0,4005.35,61.44,0.0,663,True
ST-06,CEDAR CROSSING,NORTH,2026-02-04,65.0,3550.56,58.34,23.51613232,808,True
ST-15,PINECREST MALL,WEST,2026-03-11,65.0,2685.93,40.05,21.59490761,634,False
ST-06,CEDAR CROSSING,NORTH,2026-03-30,62.0,4137.09,63.48,4.192235995,784,True
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-28,56.0,5797.18,112.9,6.543075108,741,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-03-25,57.0,4082.4,71.44,10.75401282,649,False
ST-16,REDWOOD STATION,WEST,2026-03-21,51.0,5756.14,114.36,14.88584351,508,False
ST-06,CEDAR CROSSING,NORTH,2026-05-16,55.0,14222.33,260.53,0.0,513,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-04-07,27.0,4146.62,160.31,27.60997044,628,False
ST-15,PINECREST MALL,WEST,2026-03-25,55.0,5787.09,108.16,37.74147913,469,False
ST-05,EASTGATE CENTER,NORTH,2026-03-04,76.0,3851.0,54.43,6.067424685,724,False
ST-17,SUMMIT CORNER,WEST,2026-04-04,67.0,6225.18,86.37,33.90381,516,False
ST-04,SILVERLINE MALL,NORTH,2026-05-24,60.0,3435.72,53.31,6.624687222,769,False
ST-16,REDWOOD STATION,WEST,2026-04-24,55.0,3826.68,69.64,4.680835558,452,False
ST-15,PINECREST MALL,WEST,2026-04-18,39.0,4776.6,121.44,20.21380611,733,False
ST-14,GOLDEN VALLEY,WEST,2026-05-09,62.0,3696.04,59.52,3.095258547,688,False
ST-11,WILLOW CREEK,SOUTH,2026-06-05,72.0,3544.89,46.19,10.83282951,424,True
ST-04,SILVERLINE MALL,NORTH,2026-03-23,55.0,2897.32,55.9,5.013040391,592,True
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-31,69.0,9660.11,133.67,6.290298357,515,False
ST-14,GOLDEN VALLEY,WEST,2026-05-16,57.0,3818.61,64.63,24.87421207,697,False
ST-15,PINECREST MALL,WEST,2026-04-26,60.0,3598.71,64.84,28.90412894,856,True
ST-10,MAGNOLIA SQUARE,SOUTH,2026-03-08,52.0,4597.82,94.98,13.24343116,653,False
ST-18,ASHBROOK PLAZA,WEST,2026-05-16,54.0,5475.0,99.63,10.85087757,508,True
ST-03,MAPLE JUNCTION,NORTH,2026-04-23,31.0,3289.92,98.06,0.0,867,True
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-21,49.0,6507.75,144.34,26.09168179,364,False
ST-03,MAPLE JUNCTION,NORTH,2026-03-17,37.0,7165.0,201.26,2.871083722,476,True
ST-09,CORAL BAY OUTLET,SOUTH,2026-04-24,47.0,5641.35,127.16,1.680401652,543,False
ST-06,CEDAR CROSSING,NORTH,2026-02-03,59.0,5586.06,102.23,29.75104733,527,True
ST-16,REDWOOD STATION,WEST,2026-12-03,54.0,4591.94,92.22,22.25276108,581,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-05-21,18.0,3483.61,185.19,12.15186474,377,False
ST-17,SUMMIT CORNER,WEST,2026-05-22,49.0,6940.78,149.51,38.9432724,916,False
ST-06,CEDAR CROSSING,NORTH,2026-03-22,52.0,4970.34,101.13,5.863495641,476,True
ST-16,REDWOOD STATION,WEST,2026-05-10,73.0,5087.73,74.38,18.84753318,619,False
ST-05,EASTGATE CENTER,NORTH,2026-03-21,47.0,3817.17,84.62,6.270960326,504,True
ST-02,HARBOR POINT,NORTH,2026-03-22,53.0,6110.34,121.28,9.227165013,744,False
ST-16,REDWOOD STATION,WEST,2026-03-30,52.0,4934.38,91.3,4.375350116,843,False
ST-15,PINECREST MALL,WEST,2026-05-14,73.0,2567.36,31.76,21.40925905,470,False
ST-16,REDWOOD STATION,WEST,2026-03-31,67.0,5171.09,71.57,36.54747769,509,True
ST-18,ASHBROOK PLAZA,WEST,2026-03-26,102.0,3870.38,39.98,4.34485549,439,False
ST-17,SUMMIT CORNER,WEST,2026-05-14,57.0,9557.71,161.31,23.11235804,440,True
ST-10,MAGNOLIA SQUARE,SOUTH,2026-04-01,69.0,2702.61,37.56,0.9656304988,573,True
ST-09,CORAL BAY OUTLET,SOUTH,2026-04-09,41.0,5804.61,153.24,36.76904063,594,True
ST-04,SILVERLINE MALL,NORTH,2026-04-10,53.0,3045.19,54.89,26.33733705,787,True
ST-13,HIGHLAND COURT,WEST,2026-05-02,45.0,3130.49,64.8,30.76656223,592,True
ST-12,BAYFRONT COMMONS,SOUTH,2026-05-25,68.0,4287.0,64.8,9.16224539,808,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-21,47.0,8440.86,192.85,24.20030128,620,True
ST-16,REDWOOD STATION,WEST,2026-05-12,52.0,4632.53,92.12,30.55983926,493,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-15,62.0,7800.35,120.62,19.96112567,192,True
ST-14,GOLDEN VALLEY,WEST,2026-03-31,56.0,5667.44,108.75,33.25328151,395,False
ST-05,EASTGATE CENTER,NORTH,2026-05-18,51.0,6503.23,124.77,26.27018451,754,False
ST-06,CEDAR CROSSING,NORTH,2026-03-13,65.0,7486.67,125.86,36.45948821,826,False
ST-18,ASHBROOK PLAZA,WEST,2026-05-24,46.0,3727.59,88.45,7.931418703,526,False
ST-13,HIGHLAND COURT,WEST,2026-03-29,69.0,2726.0,41.45,16.97510007,912,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-03-02,40.0,3412.46,85.62,13.28974229,768,False
ST-08,PALM TERRACE,SOUTH,2026-05-25,75.0,5835.33,72.7,8.666868572,591,True
ST-06,CEDAR CROSSING,NORTH,2026-03-01,50.0,10600.49,212.92,19.20569875,607,True
ST-18,ASHBROOK PLAZA,WEST,2026-03-31,29.0,4187.92,143.78,22.08045038,379,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-13,66.0,6560.585,254.64,16.24118243,660,False
ST-15,PINECREST MALL,WEST,2026-05-24,69.0,2547.86,39.38,27.37527718,695,True
ST-09,CORAL BAY OUTLET,SOUTH,2026-03-11,58.0,6342.84,105.92,15.65292921,477,False
ST-11,WILLOW CREEK,SOUTH,2026-04-16,62.0,5430.049999999999,10155.41,24.17541549,232,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-29,68.0,10127.59,143.9,12.05576043,720,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-12,60.0,6095.88,101.81,9.932643906,714,True
ST-10,MAGNOLIA SQUARE,SOUTH,2026-05-16,49.0,3132.23,57.97,13.34661565,916,False
ST-04,SILVERLINE MALL,NORTH,2026-04-27,48.0,5813.82,119.74,26.32129242,452,False
ST-03,MAPLE JUNCTION,NORTH,2026-05-14,50.0,4036.06,72.88,13.37851569,752,False
ST-04,SILVERLINE MALL,NORTH,2026-04-22,73.0,5640.43,79.83,8.151238838,655,True
ST-14,GOLDEN VALLEY,WEST,2026-03-10,92.0,4228.77,49.34,4.460490235,565,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-03-18,59.0,12900.0,203.67,32.35235917,603,False
ST-18,ASHBROOK PLAZA,WEST,2026-04-15,52.0,6523.88,137.99,7.779264748,588,False
ST-17,SUMMIT CORNER,WEST,2026-04-27,80.0,10575.77,143.34,7.42034892,772,True
ST-15,PINECREST MALL,WEST,2026-03-06,65.0,1797.9,29.26,29.60431926,426,True
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-26,72.0,11911.44,178.59,21.75561882,742,True
ST-14,GOLDEN VALLEY,WEST,2026-04-12,60.0,3886.0,69.36,13.38044333,849,False
ST-15,PINECREST MALL,WEST,2026-03-19,59.0,1894.89,31.54,2.729006488,708,True
ST-11,WILLOW CREEK,SOUTH,2026-03-04,69.0,8321.59,111.02,12.08273864,650,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-05-26,46.0,10665.19,218.21,39.02944098,388,False
ST-14,GOLDEN VALLEY,WEST,2026-03-18,60.0,5981.0,105.99,0.0,275,False
ST-18,ASHBROOK PLAZA,WEST,2026-03-11,63.0,2821.34,43.37,0.0,505,False
ST-05,EASTGATE CENTER,NORTH,2026-03-06,84.0,4959.21,62.68,35.47223757,563,False
ST-03,MAPLE JUNCTION,NORTH,2026-05-25,85.0,4715.38,60.13,15.02423889,650,True
ST-04,SILVERLINE MALL,NORTH,2026-03-18,56.0,5529.0,96.7,0.0,506,False
ST-18,ASHBROOK PLAZA,WEST,2026-05-20,54.0,2368.67,43.32,38.62292854,611,True
ST-04,SILVERLINE MALL,NORTH,2026-05-28,56.0,2609.49,49.73,27.70966001,455,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-24,61.0,7960.2,129.67,10.37759359,609,False
ST-14,GOLDEN VALLEY,WEST,2026-03-19,87.0,8247.32,92.62,9.490979569,530,True
ST-14,GOLDEN VALLEY,WEST,2026-04-19,74.0,9428.0,136.65,21.03931528,590,True
ST-11,WILLOW CREEK,SOUTH,2026-04-01,51.0,6662.31,119.09,35.238957,420,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-15,54.0,11969.07,208.6,0.0,499,True
ST-16,REDWOOD STATION,WEST,2026-05-19,67.0,6316.02,86.04,10.51900715,699,False
ST-06,CEDAR CROSSING,NORTH,2026-03-29,56.0,6305.11,105.11,14.50825437,598,True
ST-18,ASHBROOK PLAZA,WEST,2026-03-21,76.0,2727.75,35.05,31.74590604,524,True
ST-03,MAPLE JUNCTION,NORTH,2026-04-11,59.0,13815.29,226.94,31.62694367,667,True
ST-02,HARBOR POINT,NORTH,2026-03-24,43.0,6579.93,150.22,29.96696629,731,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-04-27,65.0,3398.53,49.99,35.92241072,710,False
ST-08,PALM TERRACE,SOUTH,2026-04-17,82.0,5974.02,76.35,5.48713342,572,False
ST-02,HARBOR POINT,NORTH,2026-05-24,58.0,12016.48,190.13,38.9800357,583,True
ST-06,CEDAR CROSSING,NORTH,2026-05-20,47.0,4532.93,89.27,8.499824209,723,True
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-18,66.0,5075.04,74.06,27.66333649,598,True
ST-06,CEDAR CROSSING,NORTH,2026-04-03,70.0,8464.56,120.61,15.48063519,403,False
ST-15,PINECREST MALL,WEST,2026-03-10,36.0,3502.42,99.92,35.62403258,437,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-03-19,63.0,4931.3,78.5,34.30288576,644,False
ST-05,EASTGATE CENTER,NORTH,2026-05-03,78.0,3363.0,44.09,0.0,448,False
ST-17,SUMMIT CORNER,WEST,2026-10-05,56.0,3606.0,67.26,21.18011825,469,False
ST-04,SILVERLINE MALL,NORTH,2026-03-16,17.0,11332.0,617.43,25.53359855,519,True
ST-05,EASTGATE CENTER,NORTH,2026-08-05,56.0,4283.5,71.1,38.31679331,517,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-04-02,63.0,6897.28,119.75,35.68907347,685,True
ST-06,CEDAR CROSSING,NORTH,2026-04-26,40.0,4814.32,128.41,37.29656255,611,False
ST-15,PINECREST MALL,WEST,2026-03-31,56.0,2878.55,56.06,39.52028931,785,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-01,65.0,6951.0,112.13,0.5873137424,734,False
ST-08,PALM TERRACE,SOUTH,2026-03-08,54.0,6116.43,114.83,20.58039926,681,True
ST-03,MAPLE JUNCTION,NORTH,2026-03-31,54.0,6913.83,115.29,34.23850035,434,True
ST-05,EASTGATE CENTER,NORTH,2026-05-19,45.0,6084.72,125.6,25.84716674,691,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-19,67.0,9324.96,144.65,34.07073262,614,True
ST-08,PALM TERRACE,SOUTH,2026-04-14,86.0,3662.0,48.46,14.14625647,380,False
ST-03,MAPLE JUNCTION,NORTH,2026-04-04,36.0,9081.67,273.75,24.90765377,525,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-19,47.0,9415.42,206.64,27.73335472,537,False
ST-13,HIGHLAND COURT,WEST,2026-05-05,54.0,4739.75,90.78,23.49710408,929,False
ST-11,WILLOW CREEK,SOUTH,2026-04-19,68.0,4399.62,64.84,0.0,780,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-04-30,71.0,5167.85,69.33,33.74280823,556,True
ST-04,SILVERLINE MALL,NORTH,2026-04-26,73.0,4175.45,59.8,18.74180118,964,False
ST-13,HIGHLAND COURT,WEST,2026-04-24,88.0,6747.74,75.66,35.09620351,449,True
ST-15,PINECREST MALL,WEST,2026-05-11,67.0,5408.41,87.64,4.487938152,893,False
ST-03,MAPLE JUNCTION,NORTH,2026-09-03,45.0,5432.84,118.96,36.04421253,629,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-03-20,68.0,5177.09,73.87,38.04705942,602,False
ST-15,PINECREST MALL,WEST,2026-03-13,73.0,4652.8,57.52,10.75531435,797,True
ST-04,SILVERLINE MALL,NORTH,2026-05-11,70.0,2626.31,39.37,16.74123108,492,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-06,43.0,6307.32,136.13,2.293496137,838,False
ST-02,HARBOR POINT,NORTH,2026-04-27,30.0,2716.53,91.85,1.962961909,533,True
ST-12,BAYFRONT COMMONS,SOUTH,2026-04-27,47.0,12916.29,255.59,1.879686909,793,True
ST-05,EASTGATE CENTER,NORTH,2026-03-01,43.0,4130.13,105.57,38.75967466,512,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-05-23,66.0,4873.0,67.04,28.23188015,684,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-02,53.0,6238.09,107.77,29.98028552,543,True
ST-13,HIGHLAND COURT,WEST,2026-11-03,52.0,4417.39,82.92,8.325449448,824,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-18,61.0,3734.43,58.98,35.60077828,435,False
ST-06,CEDAR CROSSING,NORTH,2026-03-19,33.0,3967.36,113.02,34.94558986,536,True
ST-14,GOLDEN VALLEY,WEST,2026-04-04,48.0,5389.05,115.64,22.98426536,492,False
ST-02,HARBOR POINT,NORTH,2026-05-05,68.0,4637.97,72.79,0.0,544,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-04-23,66.0,6910.13,102.29,38.7130086,346,False
ST-14,GOLDEN VALLEY,WEST,2026-04-30,68.0,7227.0,106.46,31.13570527,491,False
ST-06,CEDAR CROSSING,NORTH,2026-10-04,71.0,6252.54,92.82,12.93853698,791,False
ST-11,WILLOW CREEK,SOUTH,2026-04-13,55.0,4443.0,75.63,31.97232718,781,False
ST-13,HIGHLAND COURT,WEST,2026-04-27,40.0,5896.84,147.42,13.55979092,720,True
ST-18,ASHBROOK PLAZA,WEST,2026-04-30,83.0,2831.8,36.0,30.55009983,598,False
ST-15,PINECREST MALL,WEST,2026-05-08,58.0,4578.14,82.79,37.30348703,234,True
ST-18,ASHBROOK PLAZA,WEST,2026-05-17,63.0,2121.01,35.31,6.143159121,629,False
ST-06,CEDAR CROSSING,NORTH,2026-04-20,59.0,8313.09,139.89,30.09394093,236,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-28,68.0,9005.43,136.79,1.342607082,520,False
ST-02,HARBOR POINT,NORTH,2026-05-29,42.0,4189.76,102.02,11.12868607,447,True
ST-14,GOLDEN VALLEY,WEST,2026-04-11,68.0,7566.92,115.34,22.6442795,610,True
ST-06,CEDAR CROSSING,NORTH,2026-05-22,43.0,3905.53,83.23,25.9246722,502,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-05-03,60.0,9704.68,159.99,31.75693993,272,False
ST-04,SILVERLINE MALL,NORTH,2026-05-16,80.0,4099.5,52.68,31.51010875,496,False
ST-13,HIGHLAND COURT,WEST,2026-04-14,54.0,10122.47,182.26,20.02956977,640,True
ST-18,ASHBROOK PLAZA,WEST,2026-05-01,47.0,2098.0,48.54,16.08260507,310,True
ST-14,GOLDEN VALLEY,WEST,2026-05-03,67.0,4868.18,77.07,11.98095161,555,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-04-15,69.0,6374.34,93.12,21.44248432,590,False
ST-17,SUMMIT CORNER,WEST,2026-03-18,26.0,4634.02,187.79,9.392418023,651,False
ST-14,GOLDEN VALLEY,WEST,2026-03-27,57.0,4849.95,79.98,28.69372882,451,True
ST-04,SILVERLINE MALL,NORTH,2026-04-12,60.0,3269.46,49.08,26.95564618,555,False
ST-05,EASTGATE CENTER,NORTH,2026-05-15,53.0,4914.94,89.38,7.674388949,735,False
ST-18,ASHBROOK PLAZA,WEST,2026-03-10,63.0,1545.93,25.87,5.306845241,853,True
ST-16,REDWOOD STATION,WEST,2026-05-29,80.0,4495.0,55.83,17.21976098,615,False
ST-04,SILVERLINE MALL,NORTH,2026-04-08,36.0,2966.86,84.09,30.6680635,561,False
ST-05,EASTGATE CENTER,NORTH,2026-05-10,24.0,3698.66,162.29,3.795247147,631,True
ST-05,EASTGATE CENTER,NORTH,2026-03-11,52.0,5628.62,107.05,7.572254368,392,False
ST-11,WILLOW CREEK,SOUTH,2026-04-10,47.0,4976.23,108.22,30.01261174,634,False
ST-03,MAPLE JUNCTION,NORTH,2026-03-02,60.0,5713.69,91.01,28.35778076,555,True
ST-08,PALM TERRACE,SOUTH,2026-02-03,59.0,4402.7,75.72,30.69385083,751,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-16,81.0,7293.34,94.43,39.25581544,219,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-23,53.0,4945.0,92.4,18.25199402,424,True
ST-17,SUMMIT CORNER,WEST,2026-04-22,65.0,5072.0,72.57,15.09964316,417,False
ST-04,SILVERLINE MALL,NORTH,2026-03-27,77.0,4304.39,60.6,16.31698378,597,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-10,81.0,5210.23,61.78,0.4406671998,593,False
ST-06,CEDAR CROSSING,NORTH,2026-03-12,71.0,5731.29,88.66,26.16279476,513,False
ST-15,PINECREST MALL,WEST,2026-03-26,64.0,4679.25,73.28,19.91782882,722,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-03-02,76.0,11228.01,152.19,29.15366815,699,False
ST-05,EASTGATE CENTER,NORTH,2026-03-18,86.0,4474.34,51.84,9.813134649,494,False
ST-11,WILLOW CREEK,SOUTH,2026-03-26,87.0,5423.32,66.18,22.68256982,417,True
ST-02,HARBOR POINT,NORTH,2026-04-06,69.0,5448.36,78.88,4.957522178,687,True
